Family_Name	Name	Resources_Annotated	Sources_Annotated	Resources_Computed	Sources_Computed
Zorthêa	Kátia Silene	2	2	0	0
Zubair	Saeed	2	2	0	0
Zu'bi	Amal	2	2	0	0
Zuch	Eva-Marie	2	2	0	0
Zúñiga	Abad Carrasco	2	2	0	0
Zürrer	Peter	2	2	0	0
Zwartjes	Otto	2	2	3	4
Zwarts	Joost	2	2	3	3
Bancel	Pierre J.	1	1	0	0
de l'Etang	Alain Matthey	1	1	0	0
Olson	D. M.	1	1	0	0
Dinerstein	E.	1	1	0	0
Wikramanayake	E. D.	1	1	0	0
Burgess	N. D.	1	1	0	0
Powell	G. V. N.	1	1	0	0
Underwood	E. C.	1	1	0	0
D'Amico	J. A.	1	1	0	0
Itoua	I.	1	1	0	0
Strand	H. E.	1	1	0	0
Morrison	J. C.	1	1	0	0
Hanson	H. A.	1	1	0	0
Hunter	Marie D.	1	1	0	0
Steinberg	J.	1	1	0	0
Setukura	Raymond	1	1	0	0
Vulcanius [= De Smet]	Bonaventura	1	1	0	0
Sanfo [Sanon]	Virgine	1	1	0	0
Tunzhi [Sonam Lhundrop]	{	1	1	0	0
gmann	J. J.	1	1	0	0
(Palau).	Central Intelligence Agency	1	1	0	0
(Samoa).	Central Intelligence Agency	1	1	0	0
al-Sharīf	'Awn	1	1	0	0
al-Šiḥḥī	ʿAlī Muḥammad ʿAbdallah bin Jidayd al-Ḥaslamānī	1	1	0	0
‖Garoes	Tsukhoe	1	1	0	0
dictionary	Online Tuvan	1	1	0	0
online dictionary	Sakha	1	1	0	0
el-Masri	Iris Habib	1	1	0	0
maxakali	Equipe	1	2	0	0
as-Sāsī	3Umar aṭ-Ṭaiyib	1	1	0	0
Merwe	van der	1	1	0	0
Naudé	Christo H. J.and	1	1	0	0
A.	Jackie	1	1	0	0
A.	Fatmawati	1	1	0	0
Yance	Imelda	1	1	0	0
Maryoto	Maryoto	1	1	0	0
Zihamussholihin	Zihamussholihin	1	1	0	0
Hamzaev	Mašan Â.	1	1	0	0
Rwbaa	Igoo	1	1	0	0
Rwbaa	M. Ilww	1	1	0	0
Nyodu	K.	1	1	0	0
Bagra	K.	1	1	0	0
Rwbaa	B.	1	1	0	0
Rwbaa	T.	1	1	0	0
Aado	N.	1	1	0	0
Keenaa	D.	1	1	0	0
Aagesen	Henrik	1	1	2	2
Aalto	Pentti	1	1	0	0
Aannestad	Aidan	1	1	0	0
Aarts	Flor	1	1	0	0
Salemans	Ben	1	1	0	0
Aasmäe	Niina	1	1	0	0
Abad	Isidoro	1	1	0	0
Abadi	Siavosh Hassan	1	1	0	0
Karimnia	Amin	1	1	0	0
Abadiano	Balbina T.	1	1	0	0
Abadie	Maurice	1	2	0	0
Abakarova	F. O.	1	1	0	0
Abaker	Yousif Saeed Yousif	1	1	0	0
Abana	Rahila	1	1	0	0
Abangma	Samson Negbo	1	1	1	1
Abare	Suleiman Samuel	1	1	0	0
Sudjana	Ahmad S. Hardja	1	1	0	0
Marzuki	Ahmad	1	1	0	0
Abas	Ahmad	1	1	0	0
Jayawiguna	Rukmanta	1	1	0	0
Nandar	Ibnu	1	1	0	0
Shaidy	{	1	1	0	0
Abasheev	D. A.	1	1	0	0
Abashvili	Vasil	1	1	0	0
Abass	Ngoungouo Yiagnigni	1	1	0	0
Abbakar	J.	1	1	1	1
A. Abbakar	Y.	1	1	0	0
Addeep	A.	1	1	0	0
Neetyo, M. Banaat, A. Yuunus	?	1	1	0	0
Abbas	Abeer	1	1	0	0
Abbasova	Aytan	1	1	0	0
Abbatescianni	G.	1	1	0	0
d'Abbeville	Claude	1	1	0	0
Abbey	W. B. T.	1	1	0	0
Abbie	A. A.	1	1	0	0
Bambu	Daniel	1	1	0	0
Steele	Mary	1	1	5	6
Abbott	Christopher	1	1	0	0
Abbott	F. F.	1	1	0	0
Abbott	W. R.	1	1	0	0
Abbott	Justin E.	1	1	0	0
Abbott	Miriam	1	1	3	3
Abbou	Tahar	1	1	0	0
Abboud	Peter Fouad	1	1	0	0
Abbute	Wolde-Selassie	1	1	0	0
Abdalla	Abdelgadir A.	1	1	0	0
Abdalla	Abdel Gadir Mahmoud	1	1	2	2
Abdalla	Maha Abdu El-Dawi	1	1	0	0
Abdarahman	Ibrahim Yaya	1	1	0	0
Abdel-Hafiz	Ahmed Sokarno	1	1	1	1
Abdel-Massih	Ernest T.	1	1	10	12
Abdel-Massih	E. T.	1	1	0	0
Dahab	Ali Abdoullay	1	1	1	1
Issakha	Abdoullay	1	1	0	0
Abdelkerim	Badour	1	1	1	1
Ahmat	Mahammat Ahidjo	1	1	0	0
Ali	Ousman Timsa	1	1	1	1
Abdessemed	Naouel	1	1	0	0
Abdo	Alsadig Adam	1	1	0	0
Abdou	Raihanatou Yadji	1	1	0	0
Abderamane Abdoul	Dj.	1	1	0	0
Abdoulaziz Abdoulaye	Hamza	1	1	0	0
Abdoulla	Kamal	1	1	0	0
Abdul	Omar bin	1	1	0	0
Walker	Anthony R.	1	1	8	8
Abdulaeva	Indira Achmedovna	1	1	1	1
Abdulaeva	Indira A.	1	1	0	0
Ahmed	Aishatu Iya	1	1	0	0
Abdulkadir	Sheriff	1	1	0	0
Abdulkadir	Abdulkareem	1	1	0	0
Abdulla	Jamal J.	1	1	0	0
Abdullaev	Sagid N.	1	1	0	0
Abdullaev	Z. G.	1	1	0	0
Abdullaev	F. A.	1	1	0	0
Abdullaeva	A. Z.	1	1	0	0
Gadžiaxmedov	N. È	1	1	0	0
Kadyradžiev	K. S.	1	1	0	0
Kerimov	I. A.	1	1	0	0
Xangišiev	D. M.	1	1	0	0
Abdullah	Slamet	1	1	0	0
Sjamsuddin	Sjafran	1	1	0	0
Arsyad	Mohammad	1	1	0	0
Tarmizi	{	1	1	0	0
Abdullah	Mustafa	1	1	0	0
Usman	Bustami	1	1	0	0
Abdullah	Hassan	1	1	0	0
Abdulmajid	Akidah Mohammed	1	1	0	0
Abdulzalilov	F. A.	1	1	1	1
Abdunnabi	Awad Wanis	1	1	0	0
Abdurahim	Aden	1	1	0	0
Abdurehim	Esmael	1	1	0	0
Indra	Ibrahim	1	1	0	0
Abdurrachman	{	1	1	0	0
Abdurrachman	{}	1	1	0	0
Zarkasih	Ruswandi	1	1	0	0
Abdurrahman	Sofjan	1	1	0	0
Abdurrazak	Gokce Yukselen	1	1	0	0
Thomas	Joseph	1	1	0	0
Suryatman	H.	1	1	0	0
Abdussamad		1	1	0	0
Abe	Sieya	1	1	0	0
Niida	Sumino	1	1	0	0
Abe	Maya	1	1	1	1
Abeba	Sirak	1	1	0	0
Abebe	Gebre-Tsadik	1	1	2	2
Sim	Margaret	1	1	2	2
Abebe	Lemessa	1	1	0	0
Abebe	Alemayehu	1	1	4	4
Abegha	M. L.	1	1	0	0
Abeghian	Artasches	1	1	0	0
Abel	Hans	1	1	0	0
Abell	Robert L.	1	1	0	0
Abemba	Bulaimu (Jean)	1	1	0	0
Abhimān‌	Bībarta	1	1	0	0
Prasādarāvu	Vantala	1	1	0	0
Ramēś	G. V.	1	1	0	0
Abidin	Zainal	1	1	0	0
Lubis	Nurhayati	1	1	0	0
Dahlan	Farida	1	1	0	0
Sulaiman	T. Ayub	1	1	0	0
Safii	Zulkifli	1	1	0	0
Abinal	F.G.P.	1	1	1	1
Abingosa	Danilyn T.	1	1	0	0
Abiodun	Michael	1	1	1	1
Abiodun	Michael A.	1	1	3	3
Abiọdun	M. A.	1	1	0	0
Oluwadoro	Jacob	1	1	0	0
Abiola	Abdur-Rafiu	1	1	0	0
Abisay	I.	1	1	0	0
Dyawaytow	M.	1	1	0	0
Collier	Kenneth	1	1	0	0
Yishake	Cai Fu Ding	1	1	0	0
Abitov	M.L.	1	1	0	0
Rogava	G.V.	1	1	0	0
Elberdov	X. U.	1	1	0	0
Kardanov	B.M.	1	1	0	0
Kuasheva	T.X.	1	1	0	0
Abler	Thomas S.	1	1	0	0
Abo	Takaji	1	1	1	1
DeBrum	Tony	1	1	0	0
Aboh	Enoch O.	1	1	6	6
Smith	Norval S.H.	1	1	0	0
Veenstra	Tonjes	1	1	7	7
Aboh	Enoch Oladé	1	1	4	4
Aboh	Enoch	1	1	1	1
Abomo-Maurin	Marie-Rose	1	1	0	0
Abondolo	Daniel	1	1	0	0
Aborobongui	Georges Martial Embanga	1	1	0	0
Äboszodä	Färmoni F.	1	1	0	0
Aboszoda	Farmoni Fakhraddin	1	1	0	0
Abou	Mike	1	1	0	0
McCook	Eileen	1	1	0	0
McCook	Edna	1	1	0	0
Tomah	Louie	1	1	0	0
Charlie	Nellie	1	1	0	0
Aboukar	O. K.	1	1	0	0
Aboul-Fetouh	Hilmi M.	1	1	0	0
Aboussou	B.	1	1	0	0
Mireev	Vadim A.	1	1	0	0
Abragamovič	Nataliya D.	1	1	0	0
Abraham	G.	1	1	0	0
Abraham	Hemalatha	1	1	0	0
Sacson	Iris	1	3	0	0
Jonah	Innocent	1	8	0	0
Innocent	Jonah	1	1	0	0
Daimary	Pronay	1	1	0	0
Joshua	Marshall	1	1	0	0
Koshy	Binoy R.	1	1	0	0
Raj	Vimal	1	1	0	0
Mibang	Tamo	1	1	0	0
Abraham	Werner	1	1	33	36
Abraham	R. C.	1	1	0	0
Abrahamian	Roubène	1	1	0	0
Abrahams	R. G.	1	1	0	0
Abrahams	R.G.	1	1	2	2
Abrahamson	Joyce	1	1	0	0
Abramova	G. S.	1	1	0	0
Abramovitz	Rafael Meghani	1	1	0	0
Abrams	Percy W.	1	1	0	0
Abre	Charles Undjidi	1	1	0	0
Abreu	Sylvio Fróes de	1	1	0	0
de Abreu	Vasco	1	1	0	0
Abrico	Camilo	1	1	0	0
Abshilov	Abash	1	1	0	0
Sinaud	A.	1	1	0	0
Abu-Bakr	Yousif Al Khalifa	1	1	0	0
Ernalida	{}	1	1	0	0
Ansori Z.A.	{}	1	1	0	0
Marzuan	{	1	1	0	0
Ernalida	{	1	1	0	0
Kusmiarti	Hj.	1	1	0	0
Hairuddin	{}	1	1	0	0
Sungkowo	Wowo Ario	1	1	0	0
Abubakar	Abdulhamid	1	1	1	1
Abubakari	H.	1	1	0	0
Issah	A. S.	1	1	0	0
Dybo	A. V.	1	1	0	0
Abubakirova	L. F.	1	1	0	0
Aibazova	Z. K.	1	1	0	0
Hisamov	O. R.	1	1	0	0
Korovina	E. V.	1	1	0	0
Maltseva	V. S.	1	1	0	0
Mudrak	O. A.	1	1	0	0
Renkovskaya	E. A.	1	1	0	0
Savelyev	A. V.	1	1	0	0
Sharov	A. V.	1	1	0	0
Sheimovich	A. V.	1	1	0	0
Zimin	M. M.	1	1	0	0
Abumdas	Abdul Hamid Ali	1	1	0	0
Abunya	Levina Nyameye	1	1	0	0
Abunyaa	Levina Nyameye	1	1	0	0
Abuotubodio	Abule	1	1	0	0
Ongasa	Nzila	1	1	0	0
Abushush	Dawd	1	1	0	0
Saidova	P.A.	1	1	0	0
Abusov	M.G.	1	1	0	0
Abuyen	Tomas A.	1	1	0	0
Abylkasymova	Mairam	1	1	0	0
Jumabaeva	Gulaima	1	1	0	0
Accam	T. N.	1	1	0	0
Aceto	Michael Jay	1	1	0	0
Aceves	Raúl	1	1	0	0
Achab	Karim	1	1	1	2
Achar	K. Pandurang	1	1	0	0
Acharya	K. P.	1	1	0	0
Achaṙyan	Hrach'ya	1	1	0	0
Achim	Viorel	1	1	0	0
Achmerov	K. Z.	1	1	0	0
Baišev	T. G.	1	1	0	0
Karimova	G. R.	1	1	0	0
Achunzjanov	E. M.	1	1	0	0
Ganiev	Fuat A.	1	1	0	0
Aciro	Grace Otto	1	1	0	0
Acker	Sifra Van	1	1	0	0
van Acker	Auguste	1	1	0	0
Acker	Ann Michelle	1	1	0	0
Winstedt	E. O.	1	1	0	0
Ackerley	F. G.	1	1	0	0
Ačkinazi	B. M.	1	1	0	0
Acord	S.	1	1	0	0
Finley	Gregory	1	1	0	0
Icahuate	Alexandra Chanchari	1	1	0	0
Baneo	Donalia Icahuate	1	1	0	0
Saita	Melchor Sinti	1	1	0	0
Roswell	Michael	1	1	0	0
Zarratea	N. T.	1	1	0	0
S.Vigo		1	1	0	0
Acosta	Adela Covarrubias	1	1	0	0
Acton	Thomas	1	1	0	0
Kenrick	Donald	1	1	0	0
Acuña	R.	1	1	0	0
Acuña	Rene	1	1	0	0
Acuo	Yeshes Vodgsal	1	1	1	1
Acuo	Yixiweisa	1	1	0	0
Acwey	{	1	1	0	0
Adair.	J.	1	1	0	0
Adair	A. R.	1	1	0	0
Birru	Teqebba	1	1	1	1
Adal	Zena	1	1	1	1
Yamin	M.	1	1	0	0
Adam	Syafyan	1	1	0	0
Busri	{}	1	1	0	0
Bomantoro	{	1	1	0	0
Zainil	Marah Rusmali	1	1	0	0
Crevaux	J.	1	1	0	0
Crevaux	Jules	1	1	1	1
Henry	V.	1	1	0	0
Mohamad	G. S.	1	1	0	0
Adam	A. W.	1	1	0	0
Leinbach	T. R.	1	1	0	0
Wolters	O. W.	1	1	0	0
McDivitt	J. F.	1	1	0	0
Legge	J. D.	1	1	0	0
Lenggang	Zainuddin HR	1	1	0	0
Zainil	Mohammed Ansyar	1	1	0	0
Adam	Jean Jerome	1	1	0	0
Adam	Tassilo	1	1	0	0
Adam	Ahmad Basher	1	1	0	0
Adami	Pio	1	1	0	0
Adamou	E.	1	1	0	0
Adams	W.H.	1	1	0	0
Gibbons	F.	1	1	0	0
Morrison	Michelle E.	1	1	1	1
Adams	Nikki B.	1	1	1	1
Adams	Abakar	1	1	1	1
Adams	Karen	1	1	2	2
Lauck	Linda	1	1	2	2
Adams	Charles R.	1	1	0	0
Adams	Kathleen J.	1	1	0	0
Adams	R.	1	1	0	0
Adams	J. W.	1	1	0	0
Adams	Bruce	1	1	1	1
Adams	Inyani	1	1	0	0
Adams	K.M.	1	1	0	0
Bedu	Ahmed Mohammes	1	1	0	0
Yakubu	Joseph Ya'u Yakubu	1	1	0	0
Adamu	Mohammes Alhaji	1	1	0	0
Garba	Usman Babayo	1	1	0	0
Adamu	I. H	1	1	0	0
Adane	Feleke	1	1	0	0
Ring	J. Andrew	1	1	1	1
Addae	Stephen Bosco	1	1	0	0
Addisalem	Abera	1	1	0	0
Cronin	S.J.	1	1	0	0
Addison	R.	1	1	0	0
Adegbija	Efurosibina	1	1	1	1
Adegbitẹ	Adebusayọ Ọlajumọkẹ	1	1	0	0
Olaoye	Anthony Ayodele	1	1	0	0
Adegboye	Oluseye Olusegun	1	1	0	0
Adéjùbéè	Sunday	1	1	0	0
Adekeye	Bolanle Fokule	1	1	0	0
Anwar	C.	1	1	0	0
Brijnen	Hélène B.	1	1	0	0
Djenar	Dwi Noverini	1	1	1	1
Adelaar	with Pieter C. Muysken	1	1	0	0
Adelaar	W.F.H.	1	1	0	0
Adelfóte:s	{	1	1	0	0
Adeliyi	Stephen Adewusi	1	1	0	0
Adell	Eric James	1	1	0	0
Adelman	F.	1	1	0	0
Adelung	Friedrich	1	1	0	0
Adénéyì	Harrison 'Rotimi	1	1	0	0
Adeniyi	Harrison	1	1	0	0
Adéoyè	Jèlílì Adéwálé	1	1	0	0
Aderibigbe	Adeyinka Gloria	1	1	0	0
Adesola	Oluseye	1	1	1	1
Adetugbo	Abiodun	1	1	0	0
Adetugbo	Abipoun	1	1	0	0
Adewole	Stephen Monday	1	1	1	1
Adewunmi	Sherifat Adeola	1	1	0	0
Adeyanju	Olai Tan Jenni Fer	1	1	0	0
Adhikari	Dhruba	1	1	0	0
Hancock	W. T.	1	1	0	0
Durand	A. M.	1	1	0	0
Yolwa	A.	1	1	0	0
Sagury	J.	1	1	0	0
Lethgar	C.	1	1	0	0
Ratima	M.	1	1	0	0
Wachi	K.	1	1	0	0
Adhikary	A.	1	1	0	0
Yarawamai	M.	1	1	0	0
Yarawamai	A.	1	1	0	0
Maskarinec	G.	1	1	0	0
Adhikary	Ashim Kumar	1	1	0	0
Adhiti	Ida Ayu Iran	1	1	0	0
Gamella	Juan F.	1	1	0	0
Fernández	Cayetano	1	1	0	0
Adiego	Ignacio	1	1	0	0
Adiego	Ignacio J.	1	1	0	0
Adim	Tuti Wardhini	1	1	0	0
Faith	Sisy	1	1	0	0
Adipatah	Joesoef	1	1	0	0
Djamaludin	Atjep	1	1	0	0
Patoni	Achmad	1	1	0	0
Koerdie	R.H. Moch.	1	1	0	0
Koesman	M.O.	1	1	0	0
Adisastra	Epa Sjafei	1	1	0	0
Adjarian	Hrachia	1	1	0	0
Adjeoda	Dzifa	1	1	0	0
Adjinare	K.	1	1	0	0
Adjong	D.	1	1	0	0
Adler	F. W.	1	1	0	0
Adler	Alfred	1	1	1	1
Admiraal	Femmigje	1	1	0	0
Admodi	Wihadi	1	1	0	0
Sapriline	{	1	1	0	0
D.	Dominicus	1	1	0	0
Nanang	{	1	1	0	0
Dahan	Novesa	1	1	0	0
Mulyani	Dewi	1	1	0	0
Inghuong	Sofyan	1	1	0	0
Hali	Abdul Gani	1	1	0	0
Ponulele	H. Nurhayati	1	1	0	0
Ohoiwutun	Jos E.	1	1	0	0
Kambay	Sofyan B.	1	1	0	0
Adnew	Meheretu	1	1	0	0
Adney	T.	1	1	0	0
Adonae	Ananey Daniels	1	1	0	0
Adongo	Patrick	1	1	0	0
Schaefer	Nancy Ayres	1	1	2	2
Adoua	Jean-Marie	1	1	0	0
Adouakou	Sandrine	1	1	0	0
Adouna	Gbandi	1	1	0	0
Adri	{}	1	1	0	0
Manuputty	David	1	1	0	0
Syahril	Nur Azizah	1	1	0	0
Eppang	M.	1	1	0	0
Schwarz	J. Alb. T.	1	1	0	0
Adriani-Gunning	M.L.	1	1	0	0
Kruijt	A. C.	1	1	0	0
Kruyt	A.C.	1	1	0	0
Adu-Amankwah	David	1	1	0	0
Adul	Asfandi M.	1	1	0	0
Adul	M. Asfandi	1	1	0	0
Maswan	Syukrani	1	1	0	0
Yazidi	A.	1	1	0	0
Advani	J. B.	1	1	0	0
Adzomada	Kofi Jacques	1	1	2	2
Steller	K. G. F.	1	1	0	0
Aebersold	W. E.	1	1	0	0
De Jong	Frederick	1	1	0	0
Sayit	Muhaemmaetrehim	1	1	0	0
Aehmaed	Raeyhanguel	1	1	0	0
Aernout	W.	1	1	0	0
Aerts	J.	1	1	0	0
Aerts	Mathilde A.	1	1	0	0
Ballard	Lee	1	1	1	1
Afable	Patricia O.	1	1	0	0
Afable	Patricia Okubo	1	1	0	0
Alekseev	Michael P.	1	1	1	1
Afanas'ev	P. S.	1	1	0	0
Igušev	E. A.	1	1	0	0
Kuruč	Rimma D.	1	1	0	0
Mečkina	E. I.	1	1	0	0
Afanas'eva	È. V.	1	1	0	0
Afanas'eva	G. M.	1	1	0	0
Afeli	K. Antoine	1	1	0	0
Afido	Pedro J.	1	1	0	0
Afriazi	Rudi	1	1	0	0
Afshar	Iraj	1	1	0	0
Munir	Badrul	1	1	0	0
Wahid	Abdul	1	1	0	0
Wardatun	Atun	1	1	0	0
Ashari	Imam Edy	1	1	0	0
Dinata	Iskandar	1	1	0	0
Afzal	Muhammad	1	1	0	0
Sudirman	S.Pd.	1	1	0	0
Rizki	Fahru	1	1	0	0
Fitrayudha	Adryan	1	1	0	0
Sarjan	Ardy	1	1	0	0
Ag-Sidiyan	E. Agg-Albostan	1	1	0	0
Agana	Agana-Nsiire	1	1	0	0
Agapa	Fransiska Yamei	1	1	0	0
Agara	S.D.	1	1	0	0
Agarotti	Carlo	1	1	0	0
Agarunov	Mikhail	1	1	0	0
Agarunov	Yakov Mikhajlovich	1	1	0	0
Agarwal	D. D.	1	1	0	0
Agasuru	Tauli M.	1	1	0	0
Agbamubi	I.	1	1	0	0
Agbedo	Christopher Uchenna	1	1	0	0
Agbegha	C. Budonyefa	1	1	0	0
Agbekponou	C.	1	1	0	0
Agbetra	K.	1	1	0	0
Agbetsoamedo	Yvonne	1	1	0	0
Agcaoili	Aurelio Solver	1	1	0	0
Agee	Margaret A.	1	1	0	0
Agee	Daniel M.	1	1	0	0
Baltazar	Leonardo García	1	1	0	0
Agee	Joshua	1	1	0	0
Agee	Peggy	1	1	0	0
Agegnehu	Getahun Amare	1	1	0	0
Agency	Palau Community Action	1	1	0	0
Agency	National Geospatial-Intelligence	1	1	0	0
Agency	North East Frontier	1	1	0	0
Ager	Simon	1	1	0	0
Agerbeek	G. K. B.	1	1	0	0
Agha-Ah	Chiatoh Blasius	1	1	0	0
Agha-Mohamad-Beigui	Schirin	1	1	0	0
Agha	Grace Beh	1	1	1	1
Aghali-Zakara	Mohamed	1	1	0	0
Aginsky.	E. G.	1	1	0	0
Agisev	Chanif Galimovic	1	1	0	0
Gajnullina	Lejsan Chanifovna	1	1	0	0
Agnew	Arlene	1	1	1	1
Agnew	Brigitte Louise	1	1	0	0
Agnew	P. D.	1	1	0	0
Agnihotri	Samira	1	1	0	0
Agnihotri	Rama Kant	1	1	0	0
Agoro	Lumago	1	1	0	0
Agostini	Francesco	1	1	1	1
Maxamed Siyaad	Ciise	1	1	0	0
Agostiniani	Luciano	1	1	2	2
Oyebade	F. O.	1	1	0	0
Agoyi	Taiwo O.	1	1	0	0
Agranat	Tat'yana B.	1	1	0	0
Agrawal	Kailash Chandra [Kailāśa Candra Agravāla]	1	1	0	0
Gupta	Din Dayalu	1	1	0	0
Agrawal	H. N.	1	1	0	0
de Agreda	Antonio	1	1	0	0
Pugliese	Fernanda	1	1	0	0
Agresti	Giovanni	1	1	0	0
Aguadé	Jorge	1	1	0	0
Elyaacoubi	Mohammad	1	1	0	0
Aguas	E. F.	1	1	0	0
Bonfim	E. de S.	1	1	0	0
Durazzo	L.	1	1	0	0
Aguiar	M. S. O.	1	1	0	0
Aguiar	Maria S. de	1	1	0	0
Aguiar	José Lourenço da Costa	1	1	0	0
de Aguiar	María Suelí	1	1	0	0
Aguiar	María Suelí	1	1	0	0
Aguilar	Andrés Ehecatl	1	1	0	0
Aguilera A.	Nelson	1	1	1	1
Perozo	Laura	1	1	0	0
Flores	Ana Liz	1	1	0	0
Perozo	Abel	1	1	0	0
Aguinagalde	Mercedes	1	1	0	0
Aguinda	Fidel	1	1	0	0
Aguinda	Toribio	1	1	0	0
Ortiz	Nicolás	1	1	0	0
Quenamá	Belisario	1	1	0	0
Yumbo	Ramón	1	1	0	0
Chica	Enma	1	1	0	0
Tornello	Pablo José	1	1	0	0
Roig	Antruo Andres	1	1	0	0
Díaz	Nora	1	1	1	1
Aguirre	Luis	1	1	0	0
Agus	Nuraidar	1	1	0	0
Agvan-Dandar,	?	1	1	0	0
Baldanžapov	Purbo Baldanovič	1	1	0	0
Agwom	Izang	1	1	0	0
Agyagási	Klára	1	1	0	0
Agyeman	Nana	1	1	0	0
Agyepong	Dorothy Pokua	1	1	0	0
Ahadi	Sulissusiawan	1	1	0	0
Effendi	Chairil	1	1	0	0
Sonlie	{}	1	1	0	0
Esfehani	Manijeh Khazaei	1	1	0	0
Ahangar	A. A.	1	1	0	0
Ahani	M. R.	1	1	0	0
Wolfart	H. C.	1	1	2	2
Ahiman	G. C.	1	1	0	0
Kelly	Eliza	1	1	0	0
Ahland	Colleen A.	1	1	0	0
Ahlquist	August	1	1	0	0
Ahlqvist	Anders	1	1	6	6
Ahlqvist	A.	1	1	0	0
Ahlsson	Lars-Erik	1	1	0	0
Ahmad	Zaharani	1	1	1	1
Ahmad	Mustanni	1	1	0	0
Ahmad	Nangsari	1	1	0	0
Nanung	Homsen	1	1	0	0
Polster	Dietmar	1	1	0	0
Ahmad	Bashir	1	1	0	0
Rajan	Kennedy	1	1	0	0
Jahan	Roushan	1	1	0	0
Ahmad	Muzaffer	1	1	0	0
Sayit	Muhammatrehim	1	1	0	0
Ahmad	Rayhangül	1	1	0	0
Kodagunti	Basavaraja	1	1	0	0
Ahmad	Syed Mujeeb	1	1	0	0
Laskar	Nazrin B.	1	1	0	0
Ahmad	Saif	1	1	0	0
Ahmad	Suhail	1	1	0	0
Ahmad	Mutsanni	1	1	0	0
Ahmad	Mumtaz	1	1	0	0
Ahmad	Abdul Hamid	1	1	0	0
Aḥmad	Āftāb	1	1	0	0
Dutta	Parul	1	1	0	0
Ahmadan	Syed Ishteaque	1	1	0	0
Mardjo	Hasanuddin	1	1	0	0
Ahmadou-Ndema	Josiano Claudia	1	1	0	0
Ahmatov	Toktosun C. M.	1	1	0	0
Birmani	Ali H.	1	1	0	0
Ahmed	Fasih	1	1	0	0
Ibriszimow	Dymitri	1	1	0	0
Ahmed	Aisha Iya	1	1	0	0
Mukhtar	Mohamed Haji	1	1	0	0
Ahmed	Omar Moalim	1	1	0	0
Ahmed	Mohamed Yousif Sid	1	1	0	0
Ahmed	Huwaida Qurashi	1	1	0	0
Ahmed	Mohammed	1	1	0	0
Ahmed	Christine Choi	1	1	0	0
Ahmed	Mokhtar	1	1	0	0
Ahmed	Jaklin Mansoor Mohammed	1	1	0	0
Ahoua	Firmin	1	1	1	1
Ahua	M. B.	1	1	0	0
Tuan	Nong Quoc	1	1	0	0
Loi	Do Duc	1	1	0	0
Ai	Tran Van	1	1	0	0
Tu	Luc Van	1	1	0	0
Hoe	Ngo Van	1	1	0	0
Ai	Lei [Bryan Allen]	1	1	0	0
Zhang	Xia	1	1	0	0
Ai	Wenhan	1	1	0	0
Aidoo	Agnes Akosua	1	1	0	0
Aigbe	Emmanuel Ikponmwosa	1	1	0	0
Silva	Maria Fátima S.	1	1	0	0
Aikanã	Raimunda	1	1	0	0
Aikanã	Luiza	1	1	0	0
Aikanã	Luzia	1	1	0	0
Aikanã	Luiz	1	1	0	0
Aikanã	Cândida	1	1	0	0
Aikhenvakd	Alexandra Yu.	1	1	0	0
Amorim	Rute M. C.	1	1	0	0
Valtonen	Taarna	1	1	0	0
Aikman	Sheila H.	1	1	0	0
Aikman	R. G.	1	1	0	0
Aikman	Sheila	1	1	0	0
Ailloud	Laurent	1	1	0	0
Aimé	Constantin	1	1	0	0
Désormaux	Joseph	1	1	0	0
Aimol	Khochung Okhup	1	1	0	0
Ismail	Abdul Kadir	1	1	0	0
Aini	A.	1	1	0	0
Yusni	M.	1	1	0	0
Nasusfi	N.	1	1	0	0
Ainslie	George	1	1	0	0
Aion	Nora Ellen	1	1	0	0
Boreret	Bray	1	1	0	0
Aira	Bradley	1	1	0	0
Carwile	Jason	1	1	0	0
Airila	Martti	1	1	0	0
Aissati	Abderrahman El	1	1	0	0
Allame	Yamina El Kirat El	1	1	0	0
Mutaka	Philip Ngessimo Mathe	1	1	0	0
Aissen	Judith L.	1	1	1	1
Aitken	Robert T.	1	1	0	0
Aitken	A. J.	1	1	0	0
Aitken	Thomas C.	1	1	0	0
Aiyadurai	Ambika	1	1	0	0
Sembiring	Matius C. A.	1	1	0	0
Aiyub	T.	1	1	0	0
Amillah	R.	1	1	0	0
Perangin-angin	P.	1	1	0	0
Aiyub	{	1	1	0	0
Ajacopa	Teofilo Laime	1	1	0	0
Pairumani	Felix Layme	1	1	0	0
Ajaegbu	Grace	1	1	0	0
Ajani	Timothy Temilola	1	1	0	0
Ajani	Japhet Onaolapo	1	1	0	0
Hamari	Arja	1	1	3	3
Ajanki	Rigina	1	1	0	0
Karyo	Mayore	1	1	1	1
Dobio	Ousmanou	1	1	1	1
Ajibowo	Omolola Florence	1	1	0	0
Ajiboye	Oladiipo Jacob	1	1	0	0
Usman	Umar	1	1	0	0
Nuriah	T. A.	1	1	0	0
Yahya	Zainuddin	1	1	0	0
Ajo	Frances	1	1	0	0
Belo	Nelson	1	1	0	0
Akalé	Solange	1	1	0	0
Akanbi	Timothy Adeyemi	1	1	0	0
Àkànbí	Timothy Adéyẹmí	1	1	0	0
Akangbe	Moriike Oluwatoyin	1	1	0	0
Akawe Akayokoti	F.	1	1	0	0
Akbaev	Sakman X.	1	1	0	0
Åkerblom	Bror	1	1	0	0
